"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/strata_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/strata.csv?datainfo&rowcount&interval=Permian,Ladinian&private"
"Access Time","Fri 2024-10-25 09:23:12 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","interval","Permian,Ladinian"
"","timerule","major"
"","private","1"
"Elapsed Time","3.12"
"Records Found","3667"
"Records Returned","3667"
"Records:"
"record_type","group","formation","member","lithology","max_ma","min_ma","cc_list","n_colls","n_occs"
"str","","Bera","C","mudstone/sandstone,sandstone,siltstone/""shale""","264.28","259.51","MY","3","21"
"str","","Berriedale","","""limestone"",wackestone","283.5","273.01","AU","17","47"
"str","","Berry","","""siliciclastic"",sandstone","266.9","264.28","AU","10","24"
"str","","Berserker","","""limestone"",""siliciclastic"",sandstone","283.5","273.01","AU","14","43"
"str","","Bert","","sandstone/""shale""","298.9","283.5","FR","1","21"
"str","","Besano","","dolomite,dolomite/""shale""","242","237","CH,IT","17","36"
"str","","Besano","Grenzbitumen-horizon","dolomite/""shale""","247.2","237","CH","1","7"
"str","","Besano","Grenzbitumenzone","""limestone"",""shale""/dolomite,dolomite,dolomite/""shale"",mudstone","242","239.7","CH,IT","119","383"
"str","","Besano","Mittlere Grenzbitumenzone","dolomite,dolomite/""shale""","247.2","242","CH","2","4"
"str","","Beykoz","","grainstone,grainstone/mudstone,mudstone,packstone,rudstone,rudstone/wackestone,wackestone,wackestone/framestone,wackestone/grainstone","264.28","251.902","TR","16","171"
"str","","Bezymyanny","","""siliciclastic""","298.9","293.52","RU","1","1"
"str","","Bhareli","","","298.9","251.902","IN","1","12"
"str","","Biandanshan","","""limestone"",""limestone""/mudstone,claystone","248.9","247.2","CN","5","17"
"str","","Bianyang","","""limestone"",sandstone/mudstone","242","237","CN","2","10"
"str","","Bickham","","""siliciclastic""","273.01","266.9","AU","4","9"
"str","","Biggenden","","""siliciclastic""","290.1","283.5","AU","1","4"
"str","","Bijori","","","259.51","251.902","IN","1","1"
"str","","Bijou","","","266.9","251.902","IN","1","19"
"str","","Billidee","","","290.1","283.5","AU","1","1"
"str","","Bingfeng","","""limestone""","273.01","259.51","CN","4","5"
"str","","Bir El Jaja","","","251.902","247.2","TN","1","5"
"str","","Bir Mastoura I","","","251.902","247.2","TN","1","5"
"str","","Bird Spring","","""limestone"",wackestone","283.5","273.01","US","110","405"
"str","","Bird Spring","4","""limestone""","298.9","286.1","US","2","7"
"str","","Bird Spring","5","""limestone""","298.9","286.1","US","1","2"
"str","","Bivalve Beds","","""limestone"",sandstone","248.9","247.2","PK","4","5"
"str","","Biyoulebaoguzhi","","","254.14","251.902","CN","1","9"
"str","","Bizovskaya Suite","","","254.14","251.902","RU","1","6"
"str","","Bjorne","","""siliciclastic""","251.2","248.9","CA","2","2"
"str","","Blaa Mountain","","""shale""/siltstone,""siliciclastic""","242","237","CA","3","3"
"str","","Blaa Mountain","Lower Shale","""shale""/siltstone,""siliciclastic""","242","237","CA","4","6"
"str","","Black Alley","","""shale""","259.51","254.14","AU","1","2"
"str","","Black Alley Shale","","","259.51","254.14","AU","1","32"
"str","","Black Jack Coal Measures","","","259.51","251.902","AU","1","8"
"str","","Blaine","","""limestone"",""siliciclastic""","283.5","273.01","US","4","10"
"str","","Blaine","Acme","""limestone""","283.5","273.01","US","6","72"
"str","","Blair Athol Coal Measures","","","290.1","273.01","AU","2","8"
"str","","Blenheim","","""siliciclastic"",mudstone,sandstone,siltstone","259.51","254.14","AU","109","191"
"str","","Blenheim","Moonlight Sandstone","sandstone","259.51","254.14","AU","16","108"
"str","","Blenheim","Scottville","""siliciclastic""","259.51","254.14","AU","20","26"
"str","","Blina Shale","","""shale""","251.902","247.2","AU","6","9"
"str","","Blind Fiord","","""limestone"",""shale"",""shale""/siltstone,""siliciclastic"",siltstone/mudstone","248.9","247.2","CA","127","208"
"str","","Blind Fiord","Confederation Point","packstone,sandstone","251.4","251.2","CA","3","3"
"str","","Blind Fiord","Lower Shale","""shale""","245.5","244.7","CA","2","3"
"str","","Blind Fiord","Smith Creek","packstone","251.2","248.9","CA","2","2"
"str","","Bochara","","""siliciclastic""","266.9","264.28","RU","3","13"
"str","","Boda","","sandstone","298.9","251.902","HU","1","20"
"str","","Bódvaszilas Sandstone","","""siliciclastic"",claystone,sandstone,siltstone","251.2","248.9","HU","52","132"
"str","","Boets","","","290.1","283.5","RU","3","12"
"str","","Boguchan","","""siliciclastic""","266.9","264.28","RU","5","11"
"str","","Bojishan","","wackestone/rudstone","247.2","242","CN","1","4"
"str","","Bolshekinelskaya","","conglomerate/sandstone,mudstone/sandstone,sandstone,sandstone/claystone,sandstone/conglomerate","266.9","259.51","RU","11","20"
"str","","Bone Spring","","""limestone"",lime mudstone,packstone,wackestone","273.01","266.9","US","116","1223"
"str","","Bone Spring","Victorio Peak","""limestone""","273.01","266.9","US","27","59"
"str","","Bone Spring Limestone","","""limestone""","273.01","266.9","US","1","7"
"str","","Bonete","","""siliciclastic""","293.52","290.1","AR","1","1"
"str","","Borehole Coal","","""shale""","259.51","254.14","AU","1","1"
"str","","Born","","""limestone""","298.9","293.52","SI","20","86"
"str","","Bortewitz","","","298.9","283.5","DE","1","4"
"str","","Boruszowice","","","242","239.7","PL","2","5"
"str","","Botneheia","","""limestone"",""shale"",ironstone,marl,sandstone,sandstone/siltstone,siltstone","239.7","237","SJ","44","102"
"str","","brachiopod-limestone","","""limestone""","244.7","243.8","IT","1","35"
"str","","Brae","","""siliciclastic"",conglomerate/sandstone,sandstone,siltstone","273.01","266.9","AU","8","73"
"str","","Braies","","","247.2","242","IT","1","1"
"str","","Branxton","","""siliciclastic"",siltstone","273.01","266.9","AU","18","27"
"str","","Branxton","Fenestella Shale","""shale"",""siliciclastic"",sandstone,sandstone/siltstone,siltstone","273.01","264.28","AU","35","99"
"str","","Bravaisberget","","lime mudstone,marl","242","237","SJ","6","11"
"str","","Brenton Loch","Saladero","siltstone","264.28","259.51","FA","1","1"
"str","","Briggs","","""limestone""/evaporite","283.5","273.01","US","1","10"
"str","","Bromsgrove Sandstone","","sandstone","247.2","242","UK","2","7"
"str","","Bromsgrove Sandstone","Finstall","""shale"",conglomerate/gravel","247.2","242","UK","3","24"
"str","","Broughton","","""siliciclastic"",sandstone","266.9","264.28","AU","4","5"
"str","","Broughton","Kiama","sandstone","266.9","264.28","AU","2","2"
"str","","Broughton","Kiama Sandstone","sandstone","266.9","264.28","AU","2","3"
"str","","Broughton","Westley Park","sandstone","266.9","264.28","AU","2","2"
"str","","Broumov","","mudstone/""carbonate""","298.9","283.5","CZ","1","6"
"str","","Broumov","Olivětín","""limestone""","298.9","293.52","CZ","6","10"
"str","","Brushy Canyon","","""limestone"",sandstone","273.01","266.9","US","3","19"
"str","","Brushy Canyon","Pipeline Shale","""shale""","273.01","266.9","US","1","1"
"str","","Buchenstein","","""limestone"",""limestone""/marl,""shale"",""siliciclastic"",""volcaniclastic"",lime mudstone,lime mudstone/""shale"",lime mudstone/marl,mudstone","239.7","237","HU,IT,SI","141","558"
"str","","Buchenstein","Bänderkalk","""limestone""","242","237","IT","5","10"
"str","","Buchenstein","Nemesvámos Limestone","""limestone""","242","237","HU","9","54"
"str","","Buchenstein Beds","","lime mudstone","242","239.7","IT","1","8"
"str","","Buchsteiner","","chalk","242","237","IT","1","1"
"str","","Buckley Coal Measures","Lower","","290.1","283.5","AA","1","2"
"str","","Buckley Coal Measures","Middle and Upper","","273.01","259.51","AA","1","10"
"str","","Buckly","","coal/siltstone","298.9","251.902","AA","1","26"
"str","","Buckskin Mountain","","""limestone""","293.52","290.1","US","1","2"
"str","","Buday'ah","","lime mudstone","264.28","259.51","OM","1","2"
"str","","Buffel","","""shale"",""siliciclastic"",sandstone","290.1","283.5","AU","13","28"
"str","","Buffel","Dresden","""limestone"",""siliciclastic"",wackestone","283.5","273.01","AU","21","130"
"str","","Buffel","Elvinia","""limestone"",""limestone""/siltstone,""siliciclastic"",mudstone,siltstone,siltstone/""limestone"",siltstone/sandstone","290.1","283.5","AU","73","408"
"str","","Buffel","Fairyland","""siliciclastic"",sandstone,siltstone","290.1","283.5","AU","70","370"
"str","","Buffel","Rose's Pride","conglomerate/sandstone,sandstone,sandstone/conglomerate","290.1","283.5","AU","12","96"
"str","","Bugali","","""limestone"",sandstone,tuff,tuff/sandstone","298.9","293.52","RU","11","25"
"str","","Bugarikta","","""siliciclastic"",mudstone","251.902","251.4","RU","2","9"
"str","","Bukobai","","","242","237","RU","1","1"
"str","","Bukobay","","claystone,sandstone","242","237","RU","5","20"
"str","","Bulgadoo","","""limestone"",""shale"",""siliciclastic"",claystone,mudstone,sandstone","283.5","273.01","AU","12","22"
"str","","Bulog","","""limestone""","247.2","242","BA","9","170"
"str","","Bulog","Cephalopodenkalk","""limestone""","247.2","242","BA","1","67"
"str","","Bundella","","""siliciclastic"",mudstone,sandstone,siltstone/""limestone""","293.52","290.1","AU","24","71"
"str","","Bunter Sandstone","","sandstone","251.902","247.2","DE","1","1"
"str","","Buntsandstein","","""carbonate"",conglomerate,sandstone","248.9","242","DE,ES,IT","3","17"
"str","","Burgali","","""limestone"",""siliciclastic"",sandstone,tuff","298.9","293.52","RU","6","10"
"str","","Burgersdorp","","""shale"",mudstone,sandstone","247.2","242","ZA","3","6"
"str","","Burgukli","","""siliciclastic"",siltstone","283.5","273.01","RU","2","2"
"str","","Burguklinskaya","","""siliciclastic""","293.52","290.1","RU","3","4"
"str","","Burguklinskaya Suite","","","298.9","273.01","RU","1","10"
"str","","Burkguklinian suite","","","290.1","283.5","RU","1","1"
"str","","Burnett","","""siliciclastic"",sandstone","293.52","290.1","AU","19","38"
"str","","Burngrove","","","259.51","254.14","AU","1","29"
"str","","Bursum","Red Tanks","mudstone","298.9","293.52","US","7","94"
"str","","Burtsevsky","","""limestone""","290.1","283.5","RU","5","6"
"str","","Buttle Lake","","""limestone""","290.1","283.5","CA","1","44"
"str","","Byrranga","","""siliciclastic""","290.1","273.01","RU","8","10"
"str","","Bytantay","","""siliciclastic""","290.1","283.5","RU","1","1"
"str","","Byzovaya","","","251.2","247.2","RU","1","1"
"str","","Cabo Cope","Carbonate","""limestone""","239.7","237","ES","1","5"
"str","","Cadeby","","framestone/grainstone","259.51","254.14","UK","1","1"
"str","","Cadeby","Wetherby","framestone/grainstone","259.51","254.14","UK","1","1"
"str","","Caerace","Stromatactis-Limestone","bindstone","245.5","244.7","RO","1","3"
"str","","Caerace","Tubiphytes-Limestone","bindstone","245.5","244.7","RO","2","133"
"str","","Cala del Vino","","mudstone","283.5","266.9","IT","1","1"
"str","","Calcaire à Entroques","","grainstone,packstone","242","237","FR","2","4"
"str","","Calcaires à Bellerophon","","""limestone""","264.28","259.51","TN","1","1"
"str","","Calcare del Clapsavon","","""limestone""","242","237","IT","1","1"
"str","","Calcare di Angolo","","""carbonate""","247.2","242","IT","4","8"
"str","","Calcare di Dosso dei Morti","","""carbonate"",""carbonate""/marl","247.2","242","IT","4","7"
"str","","Calcare di Meride","","""shale""","242","237","IT","1","1"
"str","","Calcare di Prezzo","","""carbonate"",""carbonate""/marl","247.2","242","IT","7","7"
"str","","Calcare di Recoaro","","""limestone""/siltstone","244.7","243.8","IT","1","4"
"str","","Callytharra","","""limestone"",""mixed carbonate-siliciclastic"",""siliciclastic"",grainstone,mudstone,mudstone/sandstone,mudstone/wackestone,packstone,sandstone","290.1","283.5","AU","201","1109"
"str","","Calytrix","","""siliciclastic"",mudstone","293.52","290.1","AU","2","27"
"str","","Cambazkaya","Kadirler","""limestone""","298.9","293.52","TR","16","49"
"str","","Camboon","","""siliciclastic"",sandstone","283.5","273.01","AU","9","23"
"str","","Camboon Andesite","","","298.9","290.1","AU","1","1"
"str","","Camorelli","","bindstone/packstone","247.2","242","IT","1","19"
"str","","Camp Cove","","siltstone","242","237","CA","1","2"
"str","","Camp Creek","","""shale""","298.9","293.52","US","1","3"
"str","","Candelaria","","""shale"",""shale""/""limestone""","251.4","251.2","US","20","44"
"str","","Cañete","","""limestone""/dolomite,dolomite/""limestone""","239.7","237","ES","21","59"
"str","","Cangapi or Copacabana","","""limestone""","298.9","273.01","BO","1","1"
"str","","Cañizar","","sandstone","247.2","245.5","ES","1","1"
"str","","Canto del Agua","","breccia/mudstone","247.2","242","CL","1","5"
"str","","Caoxian","","claystone,mudstone,siltstone","254.14","251.902","CN","4","21"
"str","","Cape Rigas","","""limestone""","290.1","283.5","GR","1","10"
"str","","Capitan","","""limestone"",""reef rocks"",bindstone,sandstone","264.28","259.51","US","120","823"
"str","","Capitan","Gilliam","""limestone""","264.28","259.51","US","2","2"
"str","","Capitan","Lamar","""limestone""","264.28","259.51","US","1","1"
"str","","Capitan Limestone","Upper","bindstone","264.28","259.51","US","279","844"
"str","","Carapacha","","","290.1","273.01","AR","1","6"
"str","","Carapacha","Calencó","siltstone","259.51","251.902","AR","1","1"
"str","","Carapacha","Urre-Lauquen","siltstone","259.51","251.902","AR","2","7"
"str","","Carbon Ridge","","""shale""","298.9","273.01","US","1","1"
"str","","Carbonate","","""limestone""/dolomite","251.902","251.2","RU","1","3"
"str","","Carmila","","""siliciclastic""","290.1","283.5","AU","8","18"
"str","","Carmilla Beds","","","298.9","293.52","AU","1","4"
"str","","Carrandibby","","""siliciclastic"",mudstone","293.52","290.1","AU","3","12"
"str","","Casper","","""limestone""","298.9","293.52","US","2","11"
"str","","Cassina","","""limestone"",lime mudstone,lime mudstone/""shale""","242","239.7","CH","27","56"
"str","","Cassville Shales","","""shale""","298.9","293.52","US","1","74"
"str","","Cataloi","","marl/""limestone""","242","237","RO","1","19"
"str","","Cathedral Mountain","","""limestone"",""reef rocks"",""shale"",conglomerate,framestone,sandstone","283.5","273.01","US","149","2172"
"str","","Cathedral Mountain","Wedin","""limestone""","283.5","273.01","US","9","232"
"str","","Catherine","","sandstone","259.51","254.14","AU","10","14"
"str","","Cattle Creek","","""limestone"",""shale"",""siliciclastic"",mudstone,sandstone,siltstone","283.5","273.01","AU","66","261"
"str","","Cattle Creek","Moorooloo Mudstone","mudstone","283.5","273.01","AU","2","41"
"str","","Cattle Creek","Riverstone","sandstone","290.1","283.5","AU","2","2"
"str","","Cattle Creek","Sirius","""shale"",mudstone","290.1","283.5","AU","4","11"
"str","","Cattle Creek","Sirius Mudstone","mudstone","283.5","273.01","AU","3","43"
"str","","Cattle Creek","Staircase","sandstone","290.1","283.5","AU","2","3"
"str","","Cattle Creek","Staircase Sandstone","sandstone","290.1","283.5","AU","1","2"
"str","","Cedarton","","""siliciclastic""","293.52","290.1","AU","1","1"
"str","","Cehegin","","""limestone""","239.7","237","ES","22","35"
"str","","Cephalopod Limestone","","""limestone""","242","237","ID","11","70"
"str","","Ceratite Limestone","","","251.4","251.2","PK","1","9"
"str","","Ceratite Marls","","""carbonate"",""limestone"",""limestone""/""shale"",marl,packstone,sandstone,siltstone","251.2","247.2","PK","54","144"
"str","","Ceratite Sandstone","","""limestone"",sandstone","251.2","248.9","PK","44","101"
"str","","Ceratiten-schichten","","","242","239.7","PK,PL","2","2"
"str","","Ceratites Sandstone","","sandstone","251.2","248.9","PK","2","14"
"str","","Cerro Agua Negra","","","298.9","293.52","AR","1","1"
"str","","Cerro Alto","","""limestone"",marl","290.1","283.5","US","20","39"
"str","","Cerro Alto limestone","","""limestone""","290.1","283.5","US","13","16"
"str","","Cerro Alto limestone","Deer Mountain red shale","""limestone""","290.1","283.5","US","1","3"
"str","","Cerro de Las Cabras","","""siliciclastic""","247.2","237","AR","3","16"
"str","","Cerro El Arbol","","""limestone"",""shale""","290.1","273.01","CL","5","42"
"str","","Cerros de Cuevitas","","sandstone","298.9","273.01","CL","9","32"
"str","","Český Brod","Chýnov","sandstone","298.9","293.52","CZ","1","3"
"str","","Chaiburi","Phukhaothong","","248.9","247.2","TH","1","1"
"str","","Chainaha","","","283.5","273.01","CN","2","15"
"str","","Chambin","","""siliciclastic""","264.28","259.51","RU","4","5"
"str","","Chanakhchin","","""limestone""","259.51","254.14","AZ","1","24"
"str","","Chandalaz","","""limestone"",packstone","264.28","259.51","RU","139","443"
"str","","Chandalaz","Lower","packstone","266.9","264.28","RU","1","1"
"str","","Chandalaz","Middle","""carbonate""","264.28","259.51","RU","1","5"
"str","","Chandalaz","Upper","""reef rocks""","264.28","259.51","RU","2","3"
"str","","Changhsing","","""limestone"",""siliciclastic"",packstone,packstone/wackestone","254.14","251.902","CN","12","110"
"str","","Changhsingian","","framestone","259.51","251.902","CN","1","7"
"str","","Changmo","","""carbonate""","290.1","283.5","CN","1","2"
"str","","Changsong","","","290.1","283.5","KR","3","44"
"str","","Changxing","","""limestone"",""limestone""/""shale"",""limestone""/chert,""limestone""/mudstone,""limestone""/siltstone,""reef rocks"",""shale"",""shale""/""limestone"",""siliciclastic"",bafflestone/wackestone,chert,chert/mudstone,claystone,claystone/sandstone,dolomite,framestone,framestone/""reef rocks"",framestone/bafflestone,lime mudstone,lime mudstone/mudstone,marl,marl/mudstone,mudstone,mudstone/""limestone"",mudstone/chert,packstone,sandstone,siltstone,siltstone/""limestone"",siltstone/marl,siltstone/mudstone,wackestone","251.4","251.2","CN","733","5176"
"str","","Changxing","1","framestone","254.14","251.902","CN","1","11"
"str","","Changxing","2","framestone","254.14","251.902","CN","1","1"
"str","","Changxing","3","""reef rocks"",framestone","254.14","251.902","CN","2","32"
"str","","Changxing","Baoqing","""limestone"",""limestone""/claystone,lime mudstone,wackestone","254.14","251.902","CN","23","256"
"str","","Changxing","Meishan","""limestone"",""limestone""/claystone,lime mudstone,wackestone","254.14","251.902","CN","18","225"
"str","","Changxing","Shitouzai","""limestone""","254.14","251.902","CN","12","23"
"str","","Changxing Limestone","","""limestone"",""shale"",marl/""limestone""","254.14","251.902","CN","5","48"
"str","","Chapsay","","""limestone"",""limestone""/sandstone","259.51","254.14","TJ","3","5"
"str","","Chaqupu","","""limestone""","243.8","242","CN","1","21"
"str","","Charkabozh","","claystone/""siliciclastic"",mudstone/sandstone","251.2","247.2","RU","12","20"
"str","","Chase","Wreford limestone","""limestone""","293.52","290.1","US","1","21"
"str","","Chau Thoi","","claystone","247.2","242","VN","1","4"
"str","","Chebalsinskaya","","""siliciclastic""","290.1","273.01","RU","2","5"
"str","","Cheguimi Sandstone","","","264.28","259.51","TN","1","3"
"str","","Chelamchin","","""limestone"",""shale""","283.5","273.01","TJ","51","108"
"str","","Cheriyusskaya Suite","","","266.9","264.28","RU","1","6"
"str","","Chernorechian Suite","","","283.5","273.01","RU","1","6"
"str","","Cherry Canyon","","""limestone"",sandstone","266.9","264.28","US","5","125"
"str","","Cherry Canyon","Getaway","""limestone""","266.9","264.28","US","24","601"
"str","","Cherry Canyon","Goat Seep","""limestone""","266.9","264.28","US","2","14"
"str","","Cherry Canyon","Manzanita","""limestone""","266.9","264.28","US","3","7"
"str","","Cherry Canyon","South Wells","""limestone""","266.9","264.28","US","11","33"
"str","","Chhidru","","""limestone"",""limestone""/sandstone,dolomite,marl,packstone,sandstone,sandstone/""limestone"",sandstone/marl","254.14","251.902","PK","218","2214"
"str","","Chichikan","","""siliciclastic""","251.2","247.2","RU","3","10"
"str","","Chichitsao","","""shale""","259.51","251.902","CN","2","9"
"str","","Chickasha","","conglomerate,mudstone,mudstone/sandstone,siltstone/conglomerate","273.01","259.51","US","7","8"
"str","","Chidantan","","","259.51","254.14","CN","1","7"
"str","","Chili","","""limestone""","293.52","290.1","IR","21","49"
"str","","Chinglung","","mudstone","254.14","251.902","CN","1","1"
"str","","Chinka","","""siliciclastic"",siltstone","273.01","266.9","RU","5","5"
"str","","Chisyan","","""limestone""","283.5","273.01","RU","1","3"
"str","","Chiweta","","""shale""","259.51","254.14","MW","2","3"
"str","","Chiweta Beds","","","259.51","254.14","MW","2","13"
"str","","Chocal","","""limestone""","283.5","273.01","GT","4","5"
"str","","Chochal","","""limestone""","283.5","273.01","GT","12","100"
"str","","Chochaskaya Suite","","","290.1","283.5","RU","1","9"
"str","","Chocolate","","""shale""","251.902","251.2","NP","1","5"
"str","","Chohan","","""limestone""","273.01","266.9","AF","1","4"
"str","","Chohan","Upper","""limestone""","273.01","266.9","AF","1","15"
"str","","Chuanshan","","""limestone""","293.52","283.5","CN","31","97"
"str","","Chumik","A","","293.52","290.1","IN","7","33"
